0.0338322, 0.173916
0.777426, 0.170951
0.942065, 0.821439
0.105479, 0.249715
0.103486, 0.269246
0.546097, 0.197989
0.745767, 0.384332
0.845548, 0.576165
0.937237, 0.160483
0.622729, 0.314609
0.65537, 0.676893
0.480083, 0.771329
0.524606, 0.321603
0.47871, 0.143239
0.277048, 0.056541
0.195712, 0.31088
0.230457, 0.973138
0.48183, 0.172521
0.794576, 0.58731
0.422236, 0.898062
0.856556, 0.968333
0.0960512, 0.602323
0.352665, 0.941599
0.178488, 0.289902
0.102082, 0.801217
0.604511, 0.757452
0.47811, 0.0845943
0.528781, 0.00271605
0.406197, 0.00749076
0.145956, 0.683245
0.0640318, 0.341667
0.994125, 0.294488
0.314805, 0.475956
0.467009, 0.109381
0.0632654, 0.889246
0.00744353, 0.919821
0.857579, 0.103495
0.522144, 0.210244
0.0450937, 0.700631
0.500146, 0.147176
0.501848, 0.104657
0.904628, 0.979958
0.189252, 0.433409
0.982674, 0.595449
0.4409, 0.12863
0.278694, 0.504932
0.470297, 0.272819
0.79942, 0.785102
0.748775, 0.266429
0.894483, 0.81204
0.155675, 0.901927
0.731862, 0.0132544
0.00542131, 0.254005
0.223499, 0.050515
0.954637, 0.723645
0.197691, 0.456485
0.828303, 0.102319
0.436443, 0.0175542
0.535728, 0.419118
0.613003, 0.976628
0.547747, 0.891698
0.48156, 0.0180445
0.164517, 0.28098
0.803146, 0.913292
0.547409, 0.697629
0.725332, 0.703084
0.599556, 0.457194
0.716339, 0.604977
0.711199, 0.939838
0.655492, 0.665836
0.663483, 0.853183
0.122321, 0.491785
0.955502, 0.558765
0.509339, 0.49123
0.977883, 0.122343
0.467858, 0.52563
0.0140405, 0.949417
0.543675, 0.178558
0.230397, 0.346821
0.0918495, 0.777806
0.0444503, 0.817182
0.480891, 0.644006
0.274376, 0.19723
0.248984, 0.985575
0.137067, 0.904476
0.651411, 0.80055
0.757659, 0.773733
0.292335, 0.713161
0.332498, 0.801675
0.204391, 0.31038
0.924018, 0.672248
0.83601, 0.938058
0.621666, 0.379685
0.116616, 0.852063
0.726506, 0.208465
0.629869, 0.770956
0.025647, 0.11076
0.414963, 0.300023
0.30799, 0.663946
0.285598, 0.445057
0.568422, 0.937009
0.245607, 0.326081
0.710742, 0.537943
0.0392424, 0.0432396
0.339617, 0.243633
0.35362, 0.263635
0.915882, 0.18963
0.201693, 0.537547
0.569315, 0.318309
0.38961, 0.295821
0.526774, 0.0194795
0.0667774, 0.552421
0.13024, 0.48174
0.852444, 0.438229
0.145686, 0.138042
0.883287, 0.714109
0.0750508, 0.128894
0.04019, 0.785793
0.666836, 0.0794324
0.829032, 0.0064537
0.323065, 0.182652
0.270089, 0.238947
0.372283, 0.471782
0.776494, 0.941598
0.790091, 0.166104
0.237419, 0.316864
0.185584, 0.304196
0.869285, 0.315824
0.785936, 0.721729
0.754053, 0.931623
0.859771, 0.63734
0.645731, 0.934822
0.766233, 0.685921
0.720614, 0.43307
0.765354, 0.549647
0.439523, 0.088419
0.732299, 0.709612
0.327366, 0.104581
0.181394, 0.10386
0.0461791, 0.971484
0.269965, 0.283598
0.288349, 0.455549
0.587795, 0.157634
0.771372, 0.373731
0.879363, 0.525425
0.305353, 0.739134
0.162765, 0.951085
0.673955, 0.928998
0.637006, 0.39457
0.362068, 0.402359
0.944216, 0.801591
0.490778, 0.676515
0.511203, 0.818144
0.781096, 0.692597
0.922004, 0.827276
0.664082, 0.191969
0.110874, 0.95243
0.647518, 0.698668
0.110065, 0.41889
0.072399, 0.989428
0.944315, 0.377753
0.728562, 0.10708
0.328837, 0.402517
0.0360781, 0.965843
0.797087, 0.398146
0.368202, 0.741303
0.199737, 0.85898
0.417818, 0.710941
0.677125, 0.198914
0.403538, 0.599129
0.0261897, 0.06762
0.791098, 0.137063
0.0200505, 0.438616
0.835732, 0.130115
0.857506, 0.908131
0.119543, 0.801821
0.285883, 0.848104
0.908901, 0.61472
0.250621, 0.944979
0.580563, 0.047708
0.343125, 0.948765
0.789011, 0.542863
0.807746, 0.206829
0.253803, 0.48487
0.405743, 0.657342
0.0839993, 0.431933
0.724962, 0.875097
0.568996, 0.745012
0.313713, 0.404727
0.875127, 0.171219
0.312858, 0.99467
0.97304, 0.598741
0.842775, 0.881941
0.213461, 0.0933961
